Atom     Average OP     OP stem
M_G1_M M_G1H1_M -0.23575244923241115 0.016366034849135295
M_G1_M M_G1H2_M 0.05933210803914422 0.025422339335993593
M_G1C3_M M_G1C3H1_M -0.27793246880207173 0.0079149739711051
M_G1C3_M M_G1C3H2_M -0.2891940219574684 0.00646961555863244
M_G1C4_M M_G1C4H1_M -0.25208031837247113 0.006325301160584182
M_G1C4_M M_G1C4H2_M -0.2535832860142211 0.0054129976114712895
M_G1C5_M M_G1C5H1_M -0.29045794323518986 0.004568295821847113
M_G1C5_M M_G1C5H2_M -0.2877009122758437 0.004363342012192214
M_G1C6_M M_G1C6H1_M -0.2926970030725787 0.004151192362864601
M_G1C6_M M_G1C6H2_M -0.2930110457011069 0.0038414879985734962
M_G1C7_M M_G1C7H1_M -0.3066581871294804 0.003872348598988169
M_G1C7_M M_G1C7H2_M -0.30656417780825523 0.003744605985520761
M_G1C8_M M_G1C8H1_M -0.30387858703513143 0.0038147975007279396
M_G1C8_M M_G1C8H2_M -0.30377803618557225 0.003801908692541556
M_G1C9_M M_G1C9H1_M -0.3063508522228852 0.003781426965360751
M_G1C9_M M_G1C9H2_M -0.30605542415271403 0.0036662378621042137
M_G1C10_M M_G1C10H1_M -0.29713994894300394 0.003969850626296143
M_G1C10_M M_G1C10H2_M -0.2971376802254656 0.0039018365595350204
M_G1C11_M M_G1C11H1_M -0.2910846013601817 0.0038566412735415554
M_G1C11_M M_G1C11H2_M -0.2917712796397404 0.003758381378057578
M_G1C12_M M_G1C12H1_M -0.2737092752119188 0.00411093126802892
M_G1C12_M M_G1C12H2_M -0.2748227502400816 0.004054278541117243
M_G1C13_M M_G1C13H1_M -0.2596954668556064 0.003963615819816252
M_G1C13_M M_G1C13H2_M -0.25950592385341686 0.003995864684737305
M_G1C14_M M_G1C14H1_M -0.23045144621057517 0.00428193770899925
M_G1C14_M M_G1C14H2_M -0.23131053588725525 0.004266720468818773
M_G1C15_M M_G1C15H1_M -0.20139137618871547 0.003931790972081489
M_G1C15_M M_G1C15H2_M -0.2018474310434371 0.003885153861479629
M_G1C16_M M_G1C16H1_M -0.1516990602621815 0.0037756932046493223
M_G1C16_M M_G1C16H2_M -0.1513489901565581 0.0038063412019709716
M_G1C17_M M_G1C17H1_M -0.04660007051303688 0.001131783308771812
M_G1C17_M M_G1C17H2_M -0.04632677561961491 0.0011793753895998499
M_G1C17_M M_G1C17H3_M -0.046386107694037663 0.0011268576399987977
M_G2_M M_G2H1_M -0.1843493131861788 0.02285378670610356
M_G2C3_M M_G2C3H1_M -0.20875057239886266 0.010646893126239518
M_G2C3_M M_G2C3H2_M -0.2025180808630082 0.010577579390296563
M_G2C4_M M_G2C4H1_M -0.2482432529118165 0.005510773908255052
M_G2C4_M M_G2C4H2_M -0.23913065452164042 0.005788815886400472
M_G2C5_M M_G2C5H1_M -0.25154934002925433 0.005263594996648717
M_G2C5_M M_G2C5H2_M -0.24981576500647742 0.004555753923951977
M_G2C6_M M_G2C6H1_M -0.26653673401350153 0.004029115155569616
M_G2C6_M M_G2C6H2_M -0.266371171602206 0.004059460302416057
M_G2C7_M M_G2C7H1_M -0.24668420828033258 0.0038945336490523725
M_G2C7_M M_G2C7H2_M -0.24647919366309215 0.003948382821061105
M_G2C8_M M_G2C8H1_M -0.23957274347771934 0.0034941194625488395
M_G2C8_M M_G2C8H2_M -0.239606784058501 0.0035611077984052265
M_G2C9_M M_G2C9H1_M -0.16994470893092553 0.0033006705555500815
M_G2C9_M M_G2C9H2_M -0.16898348381948713 0.0030172605963399643
M_G2C10_M M_G2C10H1_M -0.12537353922680733 0.0028630815201366117
M_G2C11_M M_G2C11H1_M -0.05265850601206931 0.004899988752475666
M_G2C12_M M_G2C12H1_M -0.12431378019344223 0.003774302388127408
M_G2C12_M M_G2C12H2_M -0.12342345911962042 0.0037508345388145895
M_G2C13_M M_G2C13H1_M -0.2004631695227013 0.00399596546208257
M_G2C13_M M_G2C13H2_M -0.20121266238898775 0.003866166165747094
M_G2C14_M M_G2C14H1_M -0.2115278055334517 0.0038634003301501537
M_G2C14_M M_G2C14H2_M -0.21374361527007504 0.0037919278030345365
M_G2C15_M M_G2C15H1_M -0.2219771671595719 0.0037948222010515025
M_G2C15_M M_G2C15H2_M -0.2233690658672422 0.0037868758358982186
M_G2C16_M M_G2C16H1_M -0.20477898097672578 0.0037513894864446306
M_G2C16_M M_G2C16H2_M -0.2055859660305555 0.003788932666970114
M_G2C17_M M_G2C17H1_M -0.18461577352439545 0.0035828556622781705
M_G2C17_M M_G2C17H2_M -0.1848699773299702 0.003598737781786096
M_G2C18_M M_G2C18H1_M -0.1387342013442374 0.0030780511629307427
M_G2C18_M M_G2C18H2_M -0.13931367673270165 0.003061100959079351
M_G2C19_M M_G2C19H1_M -0.04478988939979497 0.0012031895969210177
M_G2C19_M M_G2C19H2_M -0.04501962183361792 0.0011229218946010233
M_G2C19_M M_G2C19H3_M -0.044542781655692136 0.0011835611822088763
M_G3_M M_G3H1_M -0.07762899291206384 0.025839207083799248
M_G3_M M_G3H2_M -0.1940424137526718 0.019939709604766508
M_G3C4_M M_G3C4H1_M 0.18202915934866748 0.02406509524693646
M_G3C4_M M_G3C4H2_M 0.04453743086278435 0.021075720025414395
M_G3C5_M M_G3C5H1_M -0.03449602269566315 0.01996394009372879
M_G3C6_M M_G3C6H1_M 0.03993367717608226 0.019110652428077426
M_G3C6_M M_G3C6H2_M 0.02323496341985412 0.01889451668837659
