Atom     Average OP     OP stem
gamma1 0.05143702816318701 0.006121806392094701
gamma2 -0.011236854271777971 0.005086041013644232
beta1 0.066153673641986 0.006793412522439688
alpha1 0.06844035287637437 0.006247743682170873
alpha2 0.040964736924159285 0.0050623937591590335
g3_1 -0.18767334702389654 0.010256649488498118
g3_2 -0.20937812839791853 0.007917041850834462
g2_1 -0.18775283421311934 0.012006796450070766
g1_1 -0.17081299261375835 0.012380664141214037
g1_2 -0.02691366109469841 0.010376012778863523
palmitoyl_C2a -0.2298169318782031 0.006483684694423679
palmitoyl_C2b -0.19972766567788902 0.006993589164550995
palmitoyl_C3a -0.1740265328687087 0.0053592023519841245
palmitoyl_C3b -0.16263621727617633 0.004657341279338744
palmitoyl_C4a -0.1972651430339122 0.005132566106942188
palmitoyl_C4b -0.2010660544608963 0.0047576963887301
palmitoyl_C5a -0.19862953118782875 0.005156502951295114
palmitoyl_C5b -0.1974991447009919 0.0049062626526586
palmitoyl_C6a -0.20621393178949204 0.005338273046734404
palmitoyl_C6b -0.20641084562052658 0.005265443691491119
palmitoyl_C7a -0.1909341207743277 0.00575044029078388
palmitoyl_C7b -0.19329402565871295 0.005373979068449474
palmitoyl_C8a -0.18947882667819613 0.005513938706687313
palmitoyl_C8b -0.19163357483504376 0.005360302946312937
palmitoyl_C9a -0.17316903171592538 0.005596259037493075
palmitoyl_C9b -0.17157030025968012 0.005338190809111171
palmitoyl_C10a -0.16530913167126252 0.005232554538185333
palmitoyl_C10b -0.16321126447618184 0.005220201136612614
palmitoyl_C11a -0.14755655488799493 0.004988752999012983
palmitoyl_C11b -0.1487710415659121 0.00475066896107494
palmitoyl_C12a -0.13835584960360367 0.004503474924001076
palmitoyl_C12b -0.1369727467163407 0.004193949656276571
palmitoyl_C13a -0.12104865451728249 0.003993396168390856
palmitoyl_C13b -0.11775662305490509 0.003941172748451807
palmitoyl_C14a -0.1078986046269345 0.0033080420590181196
palmitoyl_C14b -0.10253654116107126 0.0035039565291802117
palmitoyl_C15a -0.08063862333485684 0.0026891793383037998
palmitoyl_C15b -0.07939847614150602 0.0027029198764334608
palmitoyl_C16a -0.02667395807099195 0.0014062919933553776
palmitoyl_C16b -0.026438810825644088 0.0014886025010401064
palmitoyl_C16c -0.026065220065260204 0.0013526363890592635
oleoyl_C2a -0.089300392497929 0.007334122365258049
oleoyl_C2b -0.10452362063299991 0.007893470419119697
oleoyl_C3a -0.19335199619997304 0.006500996957284336
oleoyl_C3b -0.1908497145040784 0.006138054029535547
oleoyl_C4a -0.19086117065589853 0.006199675277035073
oleoyl_C4b -0.18927947247702986 0.006286570155250365
oleoyl_C5a -0.20035716127354708 0.006605757141941293
oleoyl_C5b -0.19627885040145857 0.00642665998270008
oleoyl_C6a -0.17729533097468045 0.00607253195244456
oleoyl_C6b -0.17073948639510797 0.006221723355136388
oleoyl_C7a -0.16781680814987712 0.005639655434521602
oleoyl_C7b -0.16157676629225035 0.006016717873835193
oleoyl_C8a -0.08653328541344317 0.005356125636904841
oleoyl_C8b -0.09623942427791186 0.006011516669278104
oleoyl_C9a -0.048277335957351716 0.006689675925071726
oleoyl_C10a -0.05271885316868085 0.005911275625012544
oleoyl_C11a -0.07432080678580437 0.005509510404409512
oleoyl_C11b -0.06990350916059185 0.005841168108646718
oleoyl_C12a -0.10836001186422546 0.005251345863660074
oleoyl_C12b -0.10761079566487769 0.005210159473491285
oleoyl_C13a -0.11366395247448492 0.004800694784009919
oleoyl_C13b -0.11494902911302149 0.004808955162486893
oleoyl_C14a -0.11983863419458742 0.00474654425030725
oleoyl_C14b -0.11799732122520286 0.004586255785345595
oleoyl_C15a -0.11051394346691906 0.004079926844790952
oleoyl_C15b -0.1072636845073172 0.003910906017708541
oleoyl_C16a -0.10010063584344242 0.003430122283379242
oleoyl_C16b -0.0982751186328762 0.003377716133550149
oleoyl_C17a -0.07875246204330963 0.002623676566704126
oleoyl_C17b -0.07872967422195777 0.0026527209480265677
oleoyl_C18a -0.026735715469820145 0.0014004872598141203
oleoyl_C18b -0.0259834746318114 0.0014682463991713367
oleoyl_C18c -0.026455522833710773 0.0013872642556002782
