0.5  88.20780670264323 1.695193286397008 [['PCPG_CA100_extend.xtc']]
0.5  82.57116698546923 2.3651675666660132 [['PCPG_CA500_extend.xtc']]
0.5  80.7461872268807 2.7941354390430098 [['PCPG_CA1000_extend.xtc']]
0.5  82.16567103513472 2.0551811511365163 [['PCPG_CA200_extend.xtc']]
0.5  91.45828619740412 0.9210545711732528 [['PCPG_CA0.xtc']]
