0.0 0.15993425159915878 0.006590345261111066   0.15815934078617655 0.00555811061609337   -0.020148567556372222 0.003020865835568939   -0.014595931277870787 0.0029221412663101133   0.13110058201752756 0.0059898056934371245   0.09738624720394998 0.007294089437953955   -0.009242662277557368 0.005370233044660359  
1.057 -0.010153901404176536 0.019770779027689693   0.02246540035757365 0.017610620055405545   -0.12892474770563275 0.010275863472178856   -0.11915792251325338 0.011240924322968209   0.18202915934866748 0.02406509524693646   0.04453743086278435 0.021075720025414395   -0.03449602269566315 0.01996394009372879  
#[CaCl]           M_G1C4_M M_G1C4H1_M                M_G1C4_M M_G1C4H2_M 
