#[surf]  angle  error
0   69.70118719681471 0.160943393259026
0.1 61.163908717240886 0.2682304873456999
0.2 52.06826169329373 0.2815526056040719
0.3 47.3291612415702 0.22306729048104965
0.5 39.40808935318896 0.12812379957703907
