0 0.0
10 0.0
20 0.0005208333333333333
30 0.0
40 0.0
50 0.0010416666666666667
60 0.0005208333333333333
70 0.0020833333333333333
80 0.003645833333333333
90 0.0015624999999999999
100 0.0015624999999999999
110 0.003645833333333333
120 0.0020833333333333333
130 0.003645833333333333
140 0.005208333333333333
150 0.0046875
160 0.0062499999999999995
170 0.0067708333333333336
180 0.0062499999999999995
190 0.007291666666666666
200 0.0078125
210 0.005208333333333333
220 0.004166666666666667
230 0.003645833333333333
240 0.003645833333333333
250 0.005729166666666667
260 0.0046875
270 0.0015624999999999999
280 0.004166666666666667
290 0.0015624999999999999
300 0.0010416666666666667
310 0.0
320 0.0
330 0.0
340 0.0
