0.0 0.0431979241139269 0.000999663899611718   0.0444523676815267 0.00116370183663414   -0.02679223609203288 0.0008694917218434542   -0.028344746582528883 0.0008247226666687663   0.09618812846898045 0.0024392398243207975   0.06886429862467335 0.002120167187239685   -0.01873056687611472 0.002133748972722567  
0.1 0.01769709931249092 0.0017372083456326328   0.019024578201708085 0.0016543813651331103   -0.040131531191560835 0.001212184387294367   -0.04375693389573836 0.0012072220840795551   0.09531192742735421 0.0032116578091941866   0.057136900547129554 0.0030434664412746734   -0.025647259821796 0.002606256721228508  
1.057 -0.0318761735342544 0.0028238668246879854   -0.03008189233677403 0.0029745916255743752   -0.06354667865480856 0.0018836268873399695   -0.06674818707798075 0.0020769429348477296   0.11502658733292231 0.007449767024166949   0.046033089509605114 0.005709781676346434   -0.031177642375614247 0.005302590979080611  
#[CaCl]           M_G1C4_M M_G1C4H1_M                M_G1C4_M M_G1C4H2_M 
