0.0 0.03177105543487221 0.0007621360560977449   0.032660463072037085 0.000801825209741453   -0.036221139590053825 0.0006303619579375892   -0.0376814932875715 0.0006241688854709553   0.09100893226518697 0.0035123717379238364   0.05312923987706148 0.0029944226116064847   -0.009882682904017604 0.003059671302676778  
0.1 0.01131862488975373 0.0009830291862235913   0.011124958644210998 0.000985058843485101   -0.04679690482685545 0.0007251791902060314   -0.048772657993707835 0.0007247903517545604   0.086981376366686 0.003895588243690077   0.05309642434455141 0.0038534393031404222   -0.01637584574209535 0.003733255340895273  
1.061 -0.013471308592252143 0.012206397915138948   -0.004120934658421709 0.01197020915881557   -0.13524674354829852 0.007230177863825469   -0.13100744781570042 0.007495275442880695   0.17314585709994593 0.03022523140650471   0.12008451438028779 0.03079210446899834   -0.05649326027041801 0.022872932386523805  
#[CaCl]           M_G1C4_M M_G1C4H1_M                M_G1C4_M M_G1C4H2_M 
