Atom     Average OP     OP stem
M_G1_M M_G1H1_M -0.15270829895263832 0.013496162768736242
M_G1_M M_G1H2_M 0.055341990889514185 0.019049058318293472
M_G1C3_M M_G1C3H1_M -0.2090926941708517 0.007373454226285707
M_G1C3_M M_G1C3H2_M -0.21492022801106198 0.0067943729414240445
M_G1C4_M M_G1C4H1_M -0.18991160877045193 0.003787231356971621
M_G1C4_M M_G1C4H2_M -0.18428146915250887 0.004434316173560301
M_G1C5_M M_G1C5H1_M -0.22846325513898105 0.003738520841710699
M_G1C5_M M_G1C5H2_M -0.2251998378111689 0.0034524383801671616
M_G1C6_M M_G1C6H1_M -0.23998407244147943 0.0033192695403233357
M_G1C6_M M_G1C6H2_M -0.23897388587180696 0.0032705663621470514
M_G1C7_M M_G1C7H1_M -0.2510954847417048 0.003223968146126191
M_G1C7_M M_G1C7H2_M -0.25049457882942305 0.0030634056923493948
M_G1C8_M M_G1C8H1_M -0.2477014828909935 0.0031600123940234747
M_G1C8_M M_G1C8H2_M -0.24720849660907918 0.0031156372231276887
M_G1C9_M M_G1C9H1_M -0.24560806556645234 0.0032444677572803795
M_G1C9_M M_G1C9H2_M -0.24488762286278265 0.003131420060798284
M_G1C10_M M_G1C10H1_M -0.23231506490878517 0.0033673896132043394
M_G1C10_M M_G1C10H2_M -0.23300401080155558 0.0033187607969625134
M_G1C11_M M_G1C11H1_M -0.22249059401855326 0.003334010159041364
M_G1C11_M M_G1C11H2_M -0.22151444377034635 0.0033030951492479567
M_G1C12_M M_G1C12H1_M -0.20209024466487968 0.0034314722084151867
M_G1C12_M M_G1C12H2_M -0.2017053241070229 0.003357135607079777
M_G1C13_M M_G1C13H1_M -0.18475117702821453 0.0032131058979998953
M_G1C13_M M_G1C13H2_M -0.18411431609236362 0.0032645485780893424
M_G1C14_M M_G1C14H1_M -0.15828279862939676 0.0031161963065038925
M_G1C14_M M_G1C14H2_M -0.15838952247304364 0.003158255366307252
M_G1C15_M M_G1C15H1_M -0.13357266081336303 0.002596056958702668
M_G1C15_M M_G1C15H2_M -0.13311954631218717 0.0027001185353798846
M_G1C16_M M_G1C16H1_M -0.0985115309984761 0.0022083846127568013
M_G1C16_M M_G1C16H2_M -0.09758880455701945 0.0021753988380776488
M_G1C17_M M_G1C17H1_M -0.02743571621643006 0.0007076275130577225
M_G1C17_M M_G1C17H2_M -0.028025160527225233 0.0006614973621655088
M_G1C17_M M_G1C17H3_M -0.027639869880780557 0.0006556850373509089
M_G2_M M_G2H1_M -0.14421859141531793 0.015622235108450493
M_G2C3_M M_G2C3H1_M -0.1370899441971793 0.007575179110995161
M_G2C3_M M_G2C3H2_M -0.14195961556651918 0.00805438570117643
M_G2C4_M M_G2C4H1_M -0.17742003896846656 0.003507153745114731
M_G2C4_M M_G2C4H2_M -0.17736567499899525 0.00394771731730326
M_G2C5_M M_G2C5H1_M -0.20305647708106855 0.0035831012699185506
M_G2C5_M M_G2C5H2_M -0.20477572680742095 0.003589311669356147
M_G2C6_M M_G2C6H1_M -0.21869778786263352 0.00358158641469198
M_G2C6_M M_G2C6H2_M -0.22054027858228806 0.003400648886011273
M_G2C7_M M_G2C7H1_M -0.20567691476441094 0.00348009135408505
M_G2C7_M M_G2C7H2_M -0.20681984083647267 0.0032868968391661394
M_G2C8_M M_G2C8H1_M -0.1960234722750628 0.0032809315694253575
M_G2C8_M M_G2C8H2_M -0.19712043490088058 0.0031931340095339026
M_G2C9_M M_G2C9H1_M -0.14193358326827787 0.002817957017203464
M_G2C9_M M_G2C9H2_M -0.1431507271196823 0.002331820889558645
M_G2C10_M M_G2C10H1_M -0.11408819737588803 0.002384904045652612
M_G2C11_M M_G2C11H1_M -0.024150584211518236 0.0030343920692162086
M_G2C12_M M_G2C12H1_M -0.0704547358778146 0.002941382717690444
M_G2C12_M M_G2C12H2_M -0.07160209983409947 0.0027793052804618835
M_G2C13_M M_G2C13H1_M -0.12829788311859547 0.003188998079516729
M_G2C13_M M_G2C13H2_M -0.1283087111554899 0.0031453027345932512
M_G2C14_M M_G2C14H1_M -0.1343248094776322 0.0032428268992053763
M_G2C14_M M_G2C14H2_M -0.13520294208870728 0.0030823375970363857
M_G2C15_M M_G2C15H1_M -0.14219246962178464 0.0032041270268237526
M_G2C15_M M_G2C15H2_M -0.14381514361549472 0.003086650021381093
M_G2C16_M M_G2C16H1_M -0.12871527545768624 0.002891226124379307
M_G2C16_M M_G2C16H2_M -0.12927788454855813 0.0028217593842851537
M_G2C17_M M_G2C17H1_M -0.11492201704385208 0.002506668488606469
M_G2C17_M M_G2C17H2_M -0.1156283376485487 0.002470653582520218
M_G2C18_M M_G2C18H1_M -0.0864291883226377 0.001888679868263767
M_G2C18_M M_G2C18H2_M -0.08589567493506112 0.0018882951255778226
M_G2C19_M M_G2C19H1_M -0.028096330702424687 0.0006557689229178938
M_G2C19_M M_G2C19H2_M -0.027505027254243187 0.0007413227518987584
M_G2C19_M M_G2C19H3_M -0.0275470714147005 0.000714215490512065
M_G3_M M_G3H1_M -0.057535354924266195 0.016594166652786038
M_G3_M M_G3H2_M -0.07825911250970999 0.016717936831864042
M_G3C4_M M_G3C4H1_M 0.11046562890061896 0.008386504691734024
M_G3C4_M M_G3C4H2_M 0.04802526246378536 0.009089378968478405
M_G3C5_M M_G3C5H1_M -0.020966635571498762 0.00756304597102632
M_G3C6_M M_G3C6H1_M 0.01195416932212468 0.0071399838407894016
M_G3C6_M M_G3C6H2_M 0.011476266706412587 0.005490497499967602
