0 8.541694450001108e-05
2 0.0002666677780000446
4 0.000447918055833389
6 0.0006493083338890007
8 0.0007916702785001449
10 0.0009916706952501615
12 0.0012416702785001444
14 0.001461812501389167
16 0.0016951475017225666
18 0.001886814585139251
20 0.002195842224000357
22 0.0024812623635838285
24 0.002790983335556001
26 0.0030659845858060524
28 0.003284734863639394
30 0.0038007083361116683
32 0.004102794031028429
34 0.004576411393389791
36 0.005075024032584297
38 0.0054840516714454
40 0.005904191810584338
42 0.006460443477584406
44 0.007029888477695538
46 0.007450031950834612
48 0.008060446672667866
50 0.008665311117779108
52 0.009201427785557112
54 0.009796566674446007
56 0.010250042647418378
58 0.010834071953279546
60 0.011375044731168458
62 0.011887553899668826
64 0.012338943066391059
66 0.01265630612233558
68 0.013211856676890933
70 0.013629224178168965
72 0.01388963917783557
74 0.014147977790002443
76 0.01433547334466894
78 0.014350061262252448
80 0.014518114734057928
82 0.014469502233780086
84 0.014281998483029936
86 0.014307704596474853
88 0.013530610983307774
90 0.014136168761530085
92 0.013246580288279873
94 0.012570886955168803
96 0.012105606399057592
98 0.011561858066057654
100 0.010842403202862791
102 0.010319485563779422
104 0.009496562645862508
106 0.00867920125691805
108 0.008075729312529173
110 0.0073208661176679775
112 0.006525028477917808
114 0.005959056394612253
116 0.005272247782889913
118 0.004575022365584228
120 0.0041389075037229685
122 0.003590291808361674
124 0.00311737347469494
126 0.0026333434742504065
128 0.0022757036129448117
130 0.0019118127792225113
132 0.0015944502789446784
134 0.0013736161121113118
136 0.0011555600008890674
138 0.0009312548620835288
140 0.0007631980562779225
142 0.0006187523615834279
144 0.00050972458380565
146 0.0003930569447222781
148 0.00031180666688893354
150 0.00023263972238892226
152 0.00019791763908337206
154 0.00014722333355559995
156 0.00011458388900002217
158 8.402805561112221e-05
160 7.152819452779444e-05
162 6.04169445000111e-05
164 3.680583338890001e-05
166 3.263888888888888e-05
168 1.736111111111111e-05
170 1.6666944500011113e-05
172 1.3194444444444446e-05
174 6.25e-06
176 4.861250027783335e-06
